ID,Submit Year,Start Year,Title,Description,Institution,Investigators,Discipline
LP0882841,2007,2008,Novel technology to sensitise emulsion explosives,"Extraction of minerals relies on effective means of crushing ore bodies and surrounding rock strata by emulsion explosives.  These explosives must be sensitised immediately prior to use.  Unfortunately, the existing sensitisation technologies proceed at slow rates, leading to inefficiencies in mineral extraction, and have safety drawbacks.  This project aims to remove technical impediments to scaling up of a new sensitisation method, recently discovered by us, to field applications.  The project will provide important scientific and technological advancements to maintain and enhance the competitive position of Australian industry as a world leader in explosives technologies for civilian applications.",The University of Newcastle,Prof BZ Dlugogorski; Prof EM Kennedy,NSW
LP0882853,2007,2008,Particle Transport and Separation in High Aspect Ratio Inclined Channels,"The aim of this study is to investigate the transport and separation of particles in inclined channels of high aspect ratio, focussing on relatively coarse particles up to 50 mm, and also ultra-fine particles less than 50 microns in size, and in turn establish a generalized analytical model. A new separation technology, the Reflux Classifier, currently utilises inclined channels to separate particles in the relatively narrow particle size range of 0.2 to 2.0 mm. Hence, this project seeks to significantly expand the operating size range of the technology, opening up new options for industry when beneficiating particles of almost any size.",The University of Newcastle,Prof KP Galvin,NSW
LP0882869,2007,2008,Micromachined electrode arrays for improved performance and manufacturability of cochlear neuroprostheses,"Multi-channel cochlear implants have provided extraordinary benefit to the deaf community since their inception nearly three decades ago. Advances in this field have come primarily from two areas: improvements in speech processing algorithms; and, improvements in implant technologies. This proposal addresses the latter and aims to employ new microelectrode fabrication methods developed for vision prosthesis to 1) replace labour-intensive fabrication methods; 2) improve the charge carrying capacity of individual electrodes by way of surface modification; and 3) to facilitate increased electrode quantities for future generation auditory prostheses. ",The University of Newcastle,Dr GJ Suaning; Prof NH Lovell,NSW
LP0883378,2007,2008,Is retirement village living good for health: Comparing the health of older adults living in retirement villages and the community,"The Australian retirement village industry is growing rapidly in response to the expanding accommodation needs of our ageing population and changing attitudes towards retirement living. This project will examine the health and lifestyle of retirement village residents and individuals living in the general community to assess whether living within an age-congregated purpose-built environment, such as a retirement village, contributes positively to health and well-being and also to identify specific features of the social and built environments within these settings that support health and promote positive health-related behaviors. The data will provide valuable information to the retirement village industry and governments. ",The University of Newcastle,Dr MJ Veysey; Dr PR Lewis; Dr MD Lucock; Dr PD Roach; A/Prof DJ Kennedy,NSW
LP0883716,2007,2008,Understanding the reactivity of pulverised coal at extreme conditions when injected into blast furnaces during PCI,"The project aims to develop a mechanistic mathematical model for the reactivities of combustion chars during PCI by characterisation of the precursor coals and measurement of the evolution of char reactivity.  The model will be based on measurements of the reactivity of combustion chars produced in the BHPB-NTC pilot scale PCI combustion test rig and mechanisms developed by the applicants at milder combustion conditions. This project is a unique opportunity to investigate PCI chars, delivering a greater understanding of char behaviour during PCI, assisting with optimisation of the blast furnace operations, lowering CO2 emissions and improving performance.",The University of Newcastle,Prof TF Wall; Dr PR Austin; Dr D Maldonado; Dr HP Rogers,NSW
LP0883918,2007,2008,Molluscan Biomonitor for Quantification and Impact Assessment of Endocrine Disrupting Chemicals in Marine Ecosystems,"Endocrine disrupting chemicals (EDCs) can produce alarming detrimental impacts on the reproduction and survival of aquatic species.   The impact is compounded when commercially important species, such as oysters, are bound for human consumption. The current study will develop and validate the use of a native edible species, the Sydney rock oyster, as a biological sentinel for assessing the potential impact of EDCs on native invertebrates in Australian marine ecosystems. Estrogen accumulation, biomarkers(vitellogenin) and reproductive endpoints in oysters will be employed as sensitive indicators of exposure and effect of estrogenic EDCs allowing anticipatory monitoring and protection of aquatic ecosystems.",The University of Newcastle,Dr GR MacFarlane; A/Prof RH Dunstan; Dr WA O'Connor; Dr L Van Zwieten,NSW
LP0884106,2007,2008,Development of a New Generation Low Rolling Resistance Conveyor Belt,"Belt conveyors are by far the most widespread continuous bulk transportation system used across the mining and mineral processing sectors. This project will develop a new generation of low rolling resistance conveyor belting that will significantly reduce energy consumption and increase transportation distances. Our approach is to develop an innovative laminated bottom cover that acts to distribute the stress due to the indentation of the idler roll into the conveyor belt more uniformly. This will result in considerably less energy consumption than existing low rolling resistance compounds. The outcomes will lead to significant cost savings, providing substantial benefits to our largest export sectors.",The University of Newcastle,Em/Prof AW Roberts; Dr CA Wheeler; Prof MG Jones; Mr LK Nordell; Dr R Steven,NSW
LP0884139,2007,2008,Capacitance Fade Mechanisms in Carbon-Based Supercapacitors,"This project aims to investigate the causes of capacitance fade in carbon-based supercapacitors, which are an emerging technology in the modern electronics industry because of their ability to provide superior pulse power compared to existing energy storage technologies. The focus will be on system features such as conductive pathways through the electrode, and mechano-chemical and electrochemical degradation during cycling. The fundamental outcomes from this work will provide a renewed focus for CAP-XX in terms of product development. ",The University of Newcastle,Dr SW Donne; Dr P Aitchison; Dr WD King,NSW
LP0884147,2007,2008,Microstructural Analysis and Modelling of Copper Ore Agglomerates for Heap Leaching,"The project aims to devise methods to increase the yields of copper heap leaching operations. This will be achieved by combining two emerging technologies, X-ray microtomography and virtual testing, to study the micromechanical properties of the ore agglomerates as they relate to leaching. By linking the agglomerate-scale properties to the properties of the heap, new optimal heap leaching strategies can be formulated which will ultimately result in higher yields. The successful outcomes of this research will also provide a model for the uptake of these new technologies by other industries, particularly those concerned with the design of new materials with specified properties tailored for particular applications. ",The University of Newcastle,Dr K Krabbenhoft; Prof SW Sloan; Mr PL Shrestha; A/Prof AV Lyamin; Dr AS Jones; Mr D Castillo; Dr JS Truelove,NSW
DP0770278,2006,2007,Computational design of titanium dioxide-based ceramics for the renewable energy technology platform: Solar-Hydrogen,The renewable energy technology platform: Solar Hydrogen produces hydrogen directly from sunlight and water using a photo-electrochemical chemical cell. This program will build a major computational effort to engineer an electronically suitable material for the cell in order to make this technology economically viable. This program will develop cutting-edge computational techniques to design and direct the fabrication of titania-based ceramics having tailored segregated structures with sophisticated electrical signatures for increasing the rate of hydrogen production. This program is expected to result in large efficiency gains that will enable the adoption of this very attractive renewable energy technology.,The University of Newcastle,Prof GE Murch,NSW
DP0770704,2006,2007,The Disproportionate Impact of Negative Contact on Category Salience and Prejudice: Explaining Why Intergroup Interactions Can Be Harmful,"The contact hypothesis predicts that social interactions between people of rival groups will reduce mutual prejudice and discrimination. This optimistic view is at odds with a worldwide resurgence of intergroup conflict. We will use eight social psychological experiments to test the novel prediction that intergroup contact is more likely to exacerbate, than reduce, intergroup conflict. With this research, (a) we apply the Australian-led self-categorization theory to the area of intergroup contact, (b) we highlight the risks of social interventions drawing from an intergroup model of contact, and (c) we inform policy makers about ways to minimize the risks of negative contact and ways to maximize the benefits of positive contact.",The University of Newcastle,Dr S Paolini; Prof J Harwood; Dr M Rubin,NSW
DP0774287,2006,2007,Robust  Control of Electrostatic Microactuators,"Electrostatic microactuators are used as the main actuation mechanism in majority of MEMS devices. These actuators have a typical travel range limited to one-third of the initial gap of the device. A method or mechanism to extend this travel range, preferably to the extent of the entire initial gap is highly desirable. The proposed project will involve both fundamental and applied research aimed at developing high performance feedback controllers for this purpose. The designed controllers will be fabricated along with the micromachined structures on the same MEMS device.",The University of Newcastle,A/Prof SO Moheimani; Prof RH Middleton,NSW
LP0776385,2006,2007,Enabling inter-agency data sharing to support the spatial analysis of social vulnerability in a transforming region ,"Addressing social vulnerability requires early identification of vulnerable communities and whole-of-government intervention. This depends upon the availability of meaningful indicators which in turn demands inter-agency data sharing. To date a host of constraints-legal, ethical, organisational-have prevented such data sharing. The primary focus of this research is resolution of these constraints. The project will construct reproducible protocols to overcome constraints and enable agency data to be shared and incorporated into production of enriched indicators. Its outcomes include creation of a Spatial Data Analysis facility, supplying strategic, timely and fine-grained data to inform research-based whole-of-government policy development.",The University of Newcastle,A/Prof PM McGuirk; Prof Dr PM O'Neill; Dr KJ Mee; Dr RA King; Dr L Instone,NSW
DP0663082,2005,2006,Parsimonious Quantization in Signal Processing and Control,"This project aims to generate fundamental and applied research outcomes relating to parsimonious quantization in the areas of signal processing and control. By ""parsimonious"" we mean ""using no more than is absolutely necessary to achieve the desired goals"". These quantization problems arise in a wide range of applications, including networked control systems, switching problems in power electronics, audio quantization and resolution enhancement in digital cameras. From a mathematical point of view, the associated design problems are inherently non-convex and thus practical solutions depend upon judicious use of simplifications. The development of enhanced tools in this area will have significant fundamental and applied benefits.",The University of Newcastle,Prof GC Goodwin,NSW
DP0663688,2005,2006,Effect of Saline Water on Flotation Processes,"The project examines the flotation separation of fine particles by attachment to rising gas bubbles in saline water. It will focus on the effect of saline water on very small-scale bubbles formed and stabilised at naturally water-repellent surfaces, such as coal. It will also investigate how the small-scale bubbles influence interfacial attractive forces, drainage and coalescence of liquid films in the flotation processes. The research will develop efficient and sustainable water use for coal and mineral flotation to minimise reagent usage and environmental impacts of water pollution and tailings disposal.",The University of Newcastle,A/Prof AV Nguyen; Prof GM Evans,NSW
DP0664149,2005,2006,Extending the range of the flotation process for particle separation,"This project will address a significant long-standing problem for mineral flotation, the slow rate of recovery of ultrafine (<10µm) and coarse (>100µm) particles. We will investigate two phenomena recently discovered by us - the formation of bubble clusters, that have the potential to lift large particles from a flotation cell; and a shock wave in a supersonic bubbly flow as a high-energy contactor to increase the kinetics of capture of ultrafine flotation. Computational fluid dynamics (CFD) will be used to model the flotation kinetics of particles in a highly turbulent environment. The research will lead to new ways of carrying out the flotation process, and to improve existing processes.",The University of Newcastle,Prof GJ Jameson; A/Prof AV Nguyen; Dr S Ata,NSW
DP0667093,2005,2006,"TERRESIM: A simulation system for understanding and managing the interactions between runoff, vegetation, soils and climate in a changing environment","The aim of this project is to understand the nonlinear dynamics, feedbacks and spatial couplings of soil, geomorphology, vegetation, hydrology, erosion and stability of high slope landforms with climate. We will do this by developing a new generation landform evolution model (TerreSim). This model will be calibrated to and tested with a comprehensive set of existing and new data. We will (1) proof a technique to remotely sense linkages between climate, soils, vegetation and hydrology response, (2) use laboratory weathering data to understand limits on long-term erosion rates, and  (3) use TerreSim to extract novel quantitative paleoclimate information from sedimentological data.",The University of Newcastle,Prof GR Willgoose; A/Prof PJ Binning; Dr ST Lancaster; Em/Prof MJ Kirkby; Prof PM Bishop,NSW
CE0348165,2002,2003,ARC Centre for Complex Dynamic Systems and Control,"Complex dynamic systems are an inescapable feature of the world we live in. Modelling, analysing and optimizing complex behaviour is crucial for environment, process industry, biomedical, energy distribution, transportation and other applications. The Centre for Complex Dynamic Systems and Control will become an international authority in the analysis, design and optimization of complex dynamic systems, pursuing both outstanding fundamental and cutting edge applied research outcomes. These outcomes will be of specific benefit to partner organizations including minerals, process, metal forming, and automotive industries.",The University of Newcastle,Prof RH MiddletonProf GC GoodwinProf M FuProf KL MengersenProf I RaeburnA/Prof BM NinnessDr SO MoheimaniDr WP HeathDr RO WattsDr JH BraslavskyDr JA De DonaDr R GerlachDr MM SeronA/Prof B SimsDr SR WellerDr GA WillisDr S CrisafulliDr SA DomantiDr AA Shook,NSW
CE0348239,2002,2003,ARC Centre of Excellence in Biotechnology and Development,"The Centre will create a multidisciplinary research team focusing on the molecular mechanisms that drive the specification and differentiation of male germ cells. This research will improve our fundamental understanding of how complex regulatory networks control the expression of a complex phenotype, the spermatozoon. It will also create a platform of knowledge from which we can stimulate the growth of the Australian Biotechnology industry, the protection of the Australian Environment and the well-being of the Australian people. Key issues for this Centre include testicular cancer, male infertility, contraception, pest animal control, environmental impacts on human health and gene pharming.",The University of Newcastle,Prof RJ AitkenDr KL LovelandProf PA KoopmanA/Prof AH SinclairProf DM De KretserDr M O'BryanDr GR HimeProf DA JansDr SD RomanDr EA McLaughlinProf C GoodnowProf MK Holland,NSW
